=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2017.03.05 19:57:40 =~=~=~=~=~=~=~=~=~=~=~=
49.88
49.87
49.88
49.88
49.88
49.88
49.89
49.88
49.88
49.89
49.89
49.89
49.89
49.90
49.89
49.88
49.89
49.89
49.89
49.89
49.89
49.90
49.89
49.89
49.90
49.88
49.88
49.89
49.87
49.87
49.87
49.87
49.87
49.87
49.88
49.87
49.88
49.88
49.88
49.88
49.89
49.88
49.87
49.88
49.88
49.87
49.88
49.88
49.88
49.89
49.89
49.89
49.89
49.89
49.89
49.88
49.89
49.89
49.88
49.89
49.88
49.88
49.89
49.89
49.88
49.88
49.88
49.88
49.88
49.87
49.88
49.87
49.87
49.88
49.88
49.88
49.88
49.88
49.88
49.89
49.89
49.89
49.89
49.88
49.89
49.90
49.89
49.89
49.89
49.89
49.89
49.88
49.88
49.88
49.88
49.88
49.89
49.89
49.89
49.89
49.90
49.90
49.91
49.90
49.90
49.90
49.90
49.91
49.90
49.90
49.92
49.90
49.90
49.91
49.90
49.91
49.90
49.90
49.90
49.91
49.91
49.91
49.91
49.91
49.91
49.92
49.91
49.91
49.91
49.92
49.90
49.90
49.90
49.90
49.89
49.89
49.88
49.88
49.88
49.88
49.88
49.88
49.87
49.87
49.87
49.87
49.86
49.86
49.88
49.86
49.87
49.87
49.87
49.88
49.89
49.89
49.89
49.89
49.90
49.90
49.90
49.90
49.90
49.90
49.90
49.91
49.90
49.91
49.90
49.90
49.91
49.91
49.90
49.91
49.91
49.91
49.91
49.91
49.91
49.92
49.91
49.92
49.93
49.92
49.92
49.93
49.92
49.93
49.93
49.93
49.93
49.93
49.93
49.93
49.93
49.95
49.93
49.94
49.95
49.93
49.95
49.94
49.94
49.94
49.94
49.93
49.95
49.94
49.94
49.95
49.93
49.96
49.94
49.95
49.95
49.94
49.96
49.95
49.95
49.96
49.95
49.96
49.95
49.96
49.96
49.96
49.97
49.96
49.97
49.96
49.96
49.97
49.96
49.96
49.96
49.97
49.97
49.97
49.96
49.97
49.97
49.97
49.98
49.98
49.98
49.98
49.99
49.98
49.98
49.99
49.98
49.98
49.99
49.97
49.98
49.98
49.98
49.99
49.99
49.98
49.99
49.98
49.98
49.97
49.98
49.98
49.97
49.97
49.97
49.96
49.97
49.97
49.96
49.96
49.96
49.97
49.97
49.97
49.97
49.98
49.98
49.98
49.97
49.98
49.97
49.97
49.97
49.96
49.97
49.96
49.96
49.96
49.96
49.97
49.96
49.96
49.97
49.97
49.97
49.97
49.97
49.97
49.97
49.97
49.97
49.98
49.97
49.98
49.98
49.98
49.99
49.99
50.00
50.00
50.01
50.01
50.00
50.01
50.02
50.02
50.02
50.02
50.02
50.03
50.03
50.03
50.03
50.03
50.03
50.03
50.02
50.03
50.02
50.02
50.01
50.01
50.01
50.00
50.01
50.01
50.01
50.00
50.01
50.00
50.00
50.01
50.00
50.00
50.00
50.00
50.00
50.01
49.99
50.01
50.01
50.01
50.00
50.01
50.00
50.03
50.01
50.01
50.02
50.01
50.02
50.02
50.02
50.02
50.02
50.02
50.02
50.02
50.02
50.02
50.02
50.02
50.01
50.02
50.02
50.01
50.01
50.01
50.01
50.02
50.01
50.02
50.02
50.02
50.02
50.02
50.01
50.02
50.02
50.02
50.01
50.02
50.02
50.02
50.02
50.02
50.01
50.02
50.03
50.03
50.03
50.04
50.05
50.04
50.05
50.04
50.05
50.04
50.04
50.04
50.05
50.04
50.04
50.05
50.04
50.04
50.05
50.04
50.05
50.04
50.04
50.04
50.04
50.04
50.03
50.04
50.05
50.04
50.04
50.05
50.04
50.05
50.04
50.04
50.05
50.05
50.04
50.04
50.05
50.03
50.05
50.04
50.03
50.04
50.03
50.03
50.04
50.03
50.03
50.04
50.04
50.04
50.04
50.04
50.04
50.05
50.05
50.05
50.05
50.05
50.06
50.06
50.06
50.07
50.06
50.07
50.05
50.06
50.06
50.06
50.06
50.05
50.05
50.04
50.05
50.03
50.03
50.03
50.02
50.01
50.00
50.00
49.98
49.97
49.96
49.95
49.94
49.93
49.92
49.93
49.92
49.92
49.92
49.91
49.92
49.92
49.93
49.93
49.92
49.93
49.94
49.93
49.93
49.94
49.93
49.94
49.93
49.94
49.94
49.95
49.94
49.95
49.95
49.95
49.96
49.96
49.96
49.96
49.96
49.97
49.97
49.98
49.98
49.98
49.99
50.00
49.99
50.00
50.00
50.01
49.99
50.00
50.01
50.00
50.00
50.00
50.00
50.01
50.00
50.01
50.00
50.01
50.00
50.00
50.01
50.00
50.02
50.00
50.00
50.00
50.01
49.99
50.00
50.00
50.00
49.99
49.99
50.00
50.00
50.00
49.99
49.99
49.99
49.99
49.99
49.98
49.98
49.98
49.98
49.98
49.99
49.98
49.98
49.99
49.99
49.99
50.00
49.99
49.99
50.00
50.00
50.00
50.00
50.01
50.01
50.01
50.02
50.00
50.03
50.01
50.02
50.02
50.03
50.02
50.03
50.02
50.03
50.03
50.03
50.03
50.02
50.04
50.03
50.03
50.04
50.03
50.04
50.04
50.03
50.04
50.04
50.03
50.03
50.04
50.03
50.03
50.02
50.03
50.03
50.03
50.03
50.03
50.03
50.04
50.04
50.04
50.04
50.04
50.04
50.04
50.04
50.04
50.04
50.05
50.05
50.04
50.04
50.04
50.04
50.04
50.03
50.03
50.04
50.03
50.03
50.04
50.03
50.04
50.02
50.04
50.03
50.03
50.03
50.03
50.01
50.03
50.02
50.03
50.03
50.03
50.04
50.04
50.04
50.04
50.04
50.02
50.01
50.02
50.01
50.01
50.00
50.00
50.00
50.00
50.01
50.00
49.99
50.00
49.99
49.99
49.97
49.99
49.97
49.97
49.97
49.97
49.97
49.97
49.97
49.96
49.97
49.97
49.96
49.97
49.96
49.97
49.96
49.97
49.96
49.96
49.96
49.95
49.96
49.95
49.94
49.95
49.94
49.94
49.94
49.94
49.94
49.94
49.93
49.93
49.93
49.92
49.93
49.93
49.93
49.93
49.93
49.93
49.94
49.93
49.94
49.95
49.94
49.94
49.94
49.94
49.94
49.94
49.94
49.93
49.94
49.95
49.93
49.94
49.93
49.93
49.93
49.94
49.92
49.94
49.94
49.94
49.94
49.95
49.95
49.95
49.95
49.96
49.96
49.96
49.96
49.95
49.96
49.95
49.95
49.95
49.95
49.94
49.95
49.94
49.95
49.93
49.95
49.94
49.94
49.94
49.95
49.94
49.95
49.95
49.95
49.94
49.95
49.94
49.95
49.94
49.94
49.96
49.95
49.94
49.96
49.95
49.95
49.95
49.95
49.95
49.95
49.95
49.95
49.95
49.95
49.96
49.95
49.95
49.95
49.94
49.95
49.94
49.95
49.95
49.94
49.94
49.94
49.95
49.95
49.94
49.95
49.95
49.95
49.95
49.96
49.97
49.97
49.97
49.97
49.97
49.97
49.97
49.97
49.97
49.96
49.97
49.97
49.96
49.96
49.96
49.96
49.96
49.96
49.96
49.96
49.95
49.95
49.95
49.95
49.94
49.95
49.94
49.95
49.94
49.95
49.95
49.95
49.96
49.97
49.96
49.97
49.97
49.98
49.98
49.98
49.99
49.99
49.99
49.99
49.98
49.99
50.00
50.00
50.00
50.00
50.01
50.00
50.00
50.01
50.00
49.99
50.01
50.00
50.00
50.01
50.01
50.02
50.01
50.01
50.02
50.01
50.00
50.01
50.00
50.00
50.00
50.01
49.99
50.01
50.00
50.01
50.00
50.01
50.01
50.01
50.01
50.01
50.01
50.00
50.01
50.01
50.00
50.00
50.00
50.00
50.00
50.00
50.00
50.00
50.00
49.99
50.00
50.00
50.01
50.00
50.00
50.01
50.00
50.00
50.00
50.00
49.99
50.00
50.00
49.99
50.00
49.99
50.00
49.99
49.99
49.99
49.99
49.99
49.98
49.99
49.98
49.98
49.98
49.98
49.99
49.98
49.98
49.99
49.98
49.98
49.99
49.98
49.99
49.98
49.98
49.98
49.98
49.98
49.98
49.97
49.98
49.98
49.98
49.98
49.98
49.98
49.97
49.97
49.98
49.96
49.97
49.96
49.97
49.96
49.97
49.96
49.97
49.96
49.97
49.96
49.97
49.96
49.98
49.97
49.97
49.98
49.97
49.97
49.97
49.97
49.96
49.97
49.97
49.98
49.98
49.98
49.98
49.98
49.98
49.98
49.98
49.99
49.96
49.97
49.98
49.97
49.97
49.97
49.97
49.97
49.97
49.98
49.97
49.97
49.97
49.98
49.97
49.98
49.98
49.98
49.98
49.98
49.98
49.98
49.99
49.98
49.99
50.00
49.99
50.00
50.01
50.00
50.01
50.01
50.01
50.01
50.03
50.02
50.02
50.02
50.02
50.02
50.02
50.00
50.02
50.01
50.01
50.01
50.01
50.01
50.02
50.01
50.02
50.01
50.02
50.02
50.01
50.02
50.02
50.00
50.01
50.02
50.02
50.01
50.02
50.01
50.01
50.02
50.00
50.01
50.00
50.02
50.01
50.01
50.02
50.02
50.02
50.03
50.04
50.04
50.04
50.05
50.04
50.04
50.05
50.04
50.04
50.04
50.04
50.04
50.05
50.04
50.05
50.05
50.05
50.05
50.05
50.06
50.06
50.05
50.05
50.05
50.06
50.05
50.06
50.04
50.05
50.04
50.04
50.05
50.05
50.04
50.05
50.05
50.05
50.05
50.06
50.05
50.06
50.06
50.05
50.06
50.05
50.06
50.05
50.06
50.05
50.06
50.05
50.06
50.06
50.06
50.07
50.07
50.06
50.07
50.07
50.07
50.07
50.08
50.07
50.08
50.08
50.08
50.08
50.09
50.09
50.09
50.08
50.09
50.09
50.09
50.09
50.09
50.09
50.08
50.09
50.08
50.09
50.08
50.07
50.08
50.07
50.08
50.06
50.07
50.07
50.06
50.07
50.07
50.07
50.07
50.08
50.08
50.09
50.08
50.07
50.09
50.09
50.09
50.09
50.10
50.09
50.09
50.09
50.10
50.09
50.09
50.09
50.10
50.10
50.10
50.10
50.10
50.10
50.11
50.11
50.10
50.10
50.11
50.12
50.11
50.11
50.12
50.12
50.12
50.12
50.13
50.12
50.13
50.13
50.13
50.12
50.13
50.14
50.14
50.13
50.14
50.14
50.14
50.13
50.14
50.14
50.14
50.13
50.13
50.13
50.14
50.13
50.13
50.13
50.12
50.13
50.11
50.11
50.11
50.12
50.11
50.11
50.12
50.12
50.12
50.11
50.13
50.11
50.13
50.12
50.13
50.12
50.14
50.13
50.13
50.13
50.13
50.13
50.13
50.12
50.11
50.11
50.10
50.11
50.09
50.10
50.10
50.09
50.10
50.10
50.10
50.10
50.10
50.10
50.10
50.10
50.10
50.11
50.10
50.12
50.11
50.12
50.11
50.13
50.13
50.12
50.13
50.12
50.12
50.12
50.10
50.11
50.10
50.11
50.10
50.10
50.10
50.10
50.10
50.09
50.10
50.09
50.09
50.09
50.08
50.09
50.09
50.08
50.09
50.09
50.09
50.09
50.08
50.09
50.09
50.09
50.09
50.10
50.10
50.09
50.10
50.10
50.11
50.10
50.11
50.10
50.10
50.10
50.11
50.11
50.10
50.10
50.09
50.10
50.09
50.09
50.09
50.09
50.08
50.08
50.09
50.08
50.09
50.09
50.07
50.09
50.07
50.08
50.09
50.08
50.09
50.09
50.08
50.09
50.09
50.09
50.09
50.09
50.09
50.09
50.09
50.09
50.08
50.08
50.09
50.08
50.08
50.08
50.08
50.07
50.07
50.07
50.07
50.06
50.07
50.07
50.06
50.07
50.06
50.06
50.06
50.05
50.04
50.04
50.03
50.03
50.03
50.03
50.03
50.02
50.03
50.02
50.03
50.02
50.02
50.03
50.01
50.03
50.02
50.02
50.02
50.02
50.02
50.02
50.01
50.01
50.00
49.99
50.00
49.99
49.98
49.99
49.98
49.98
49.97
49.97
49.98
49.97
49.97
49.96
49.97
49.96
49.95
49.96
49.95
49.96
49.94
49.95
49.94
49.94
49.94
49.93
49.93
49.93
49.92
49.93
49.93
49.93
49.93
49.94
49.94
49.94
49.95
49.94
49.95
49.95
49.95
49.96
49.96
49.96
49.97
49.97
49.97
49.97
49.97
49.97
49.97
49.98
49.97
49.97
49.98
49.96
49.97
49.97
49.97
49.97
49.97
49.97
49.96
49.97
49.96
49.96
49.95
49.96
49.95
49.95
49.95
49.95
49.97
49.95
49.95
49.96
49.95
49.96
49.96
49.95
49.95
49.96
49.94
49.95
49.96
49.95
49.96
49.95
49.96
49.96
49.95
49.95
49.96
49.95
49.95
49.95
49.95
49.96
49.96
49.97
49.97
49.97
49.99
49.98
50.00
49.99
50.01
50.00
50.01
50.01
50.00
50.01
50.01
50.00
50.01
50.00
50.00
50.01
50.01
50.01
50.02
50.02
50.02
50.03
50.02
50.03
50.02
50.03
50.02
50.02
50.02
50.02
50.01
50.02
50.01
50.01
50.01
50.00
50.00
50.00
50.00
49.99
50.00
49.99
50.00
49.99
50.00
50.00
50.01
50.01
50.00
50.01
50.01
50.00
50.01
50.01
50.00
50.00
50.00
50.01
50.01
50.00
50.00
49.99
50.01
50.00
50.00
49.99
49.99
49.99
49.98
49.99
49.98
49.98
49.98
49.99
49.98
49.98
49.99
49.98
49.98
49.99
49.99
49.99
50.00
49.99
49.99
50.00
50.01
50.00
50.01
50.01
50.01
50.01
50.01
50.01
50.01
50.01
50.01
50.01
50.01
50.01
50.01
50.01
50.01
50.01
50.02
50.02
50.02
50.03
50.03
50.03
50.03
50.03
50.03
50.04
50.03
50.04
50.04
50.04
50.04
50.04
50.03
50.04
50.03
50.04
50.04
50.04
50.03
50.04
50.04
50.05
50.04
50.06
50.06
50.07
50.07
50.07
50.07
50.08
50.08
50.08
50.08
50.08
50.08
50.10
50.09
50.09
50.08
50.09
50.08
50.08
50.08
50.08
50.08
50.09
50.08
50.09
50.09
50.09
50.10
50.10
50.10
50.10
50.10
50.11
50.11
50.12
50.12
50.12
50.13
50.12
50.12
50.13
50.14
50.13
50.14
50.13
50.13
50.13
50.12
50.13
50.12
50.13
50.12
50.13
50.12
50.12
50.13
50.12
50.12
50.12
50.11
50.12
50.12
50.11
50.11
50.11
50.12
50.11
50.10
50.11
50.10
50.11
50.09
50.10
50.10
50.10
50.10
50.11
50.11
50.12
50.12
50.12
50.12
50.13
50.13
50.13
50.12
50.13
50.12
50.12
50.12
50.12
50.11
50.12
50.12
50.11
50.11
50.12
50.10
50.12
50.11
50.10
50.11
50.09
50.09
50.09
50.08
50.07
50.07
50.06
50.05
50.06
50.05
50.04
50.05
50.04
50.04
50.05
50.03
50.04
50.04
50.04
50.04
50.05
50.04
50.04
50.05
50.05
50.05
50.05
50.06
50.05
50.06
50.06
50.05
50.05
50.04
50.04
50.04
50.05
50.05
50.05
50.05
50.04
50.05
50.04
50.04
50.04
50.04
50.05
50.05
50.05
50.05
50.06
50.05
50.05
50.06
50.05
50.06
50.06
50.05
50.05
50.06
50.05
50.04
50.05
50.04
50.04
50.04
50.03
50.04
50.03
50.03
50.04
50.02
50.03
50.02
50.03
50.01
50.02
50.02
50.02
50.02
50.03
50.03
50.02
50.03
50.02
50.03
50.02
50.02
50.02
50.02
50.02
50.02
50.02
50.01
50.02
50.02
50.02
50.02
50.02
50.02
50.03
50.03
50.03
50.04
50.03
50.03
50.02
50.02
50.02
50.02
49.99
50.00
49.99
49.98
49.97
49.97
49.96
49.95
49.94
49.94
49.93
49.94
49.94
49.93
49.94
49.93
49.94
49.94
49.93
49.95
49.93
49.95
49.94
49.95
49.96
49.95
49.96
49.95
49.95
49.96
49.96
49.95
49.96
49.96
49.96
49.96
49.96
49.95
49.94
49.94
49.93
49.92
49.91
49.91
49.89
49.89
49.88
49.87
49.87
49.87
49.87
49.87
49.87
49.86
49.87
49.87
49.86
49.86
49.87
49.87
49.87
49.87
49.87
49.87
49.87
49.88
49.88
49.87
49.88
49.87
49.87
49.86
49.86
49.87
49.86
49.87
49.87
49.87
49.86
49.87
49.87
49.87
49.87
49.86
49.86
49.87
49.86
49.86
49.87
49.88
49.88
49.88
49.88
49.89
49.90
49.90
49.90
49.90
49.89
49.90
49.89
49.89
49.88
49.88
49.88
49.88
49.87
49.87
49.87
49.87
49.88
49.87
49.87
49.88
49.88
49.89
49.88
49.89
49.90
49.90
49.90
49.91
49.91
49.91
49.92
49.92
49.92
49.91
49.92
49.91
49.91
49.92
49.91
49.90
49.91
49.91
49.91
49.91
49.90
49.90
49.90
49.90
49.90
49.89
49.90
49.89
49.89
49.89
49.88
49.88
49.88
49.87
49.88
49.88
49.88
49.87
49.87
49.87
49.87
49.86
49.86
49.86
49.87
49.86
49.86
49.86
49.86
49.86
49.86
49.87
49.86
49.87
49.87
49.87
49.88
49.88
49.88
49.89
49.89
49.91
49.90
49.91
49.91
49.92
49.92
49.92
49.93
49.93
49.94
49.93
49.93
49.93
49.91
49.91
49.89
49.89
49.87
49.86
49.86
49.84
49.84
49.84
49.84
49.83
49.84
49.83
49.84
49.84
49.84
49.85
49.84
49.85
49.87
49.87
49.86
49.87
49.87
49.87
49.87
49.88
49.88
49.88
49.88
49.87
49.88
49.88
49.87
49.87
49.86
49.86
49.86
49.86
49.85
49.86
49.84
49.85
49.85
49.85
49.84
49.84
49.84
49.84
49.84
49.84
49.84
49.84
49.84
49.83
49.84
49.84
49.84
49.84
49.84
49.85
49.84
49.84
49.85
49.84
49.85
49.83
49.84
49.84
49.84
49.84
49.84
49.84
49.84
49.85
49.85
49.84
49.85
49.84
49.85
49.85
49.84
49.84
49.84
49.83
49.84
49.84
49.84
49.84
49.85
49.84
49.85
49.85
49.84
49.85
49.85
49.85
49.86
49.85
49.86
49.85
49.86
49.86
49.85
49.85
49.86
49.85
49.85
49.86
49.85
49.85
49.85
49.86
49.86
49.86
49.87
49.86
49.87
49.87
49.88
49.88
49.88
49.88
49.89
49.88
49.88
49.89
49.88
49.88
49.89
49.88
49.88
49.89
49.89
49.88
49.89
49.89
49.89
49.89
49.89
49.90
49.91
49.90
49.90
49.90
49.90
49.90
49.91
49.91
49.91
49.91
49.92
49.91
49.92
49.93
49.92
49.93
49.93
49.93
49.93
49.94
49.94
49.94
49.94
49.93
49.95
49.94
49.93
49.93
49.93
49.93
49.93
49.91
49.93
49.92
49.91
49.93
49.92
49.92
49.92
49.92
49.92
49.92
49.92
49.91
49.91
49.91
49.91
49.90
49.90
49.91
49.90
49.91
49.90
49.91
49.91
49.91
49.91
49.92
49.92
49.92
49.92
49.92
49.93
49.92
49.93
49.93
49.93
49.94
49.93
49.93
49.94
49.93
49.93
49.92
49.93
49.92
49.91
49.92
49.92
49.91
49.91
49.92
49.92
49.92
49.93
49.92
49.94
49.94
49.94
49.94
49.95
49.95
49.95
49.95
49.95
49.95
49.95
49.95
49.95
49.95
49.95
49.95
49.95
49.95
49.95
49.95
49.95
49.95
49.95
49.94
49.95
49.95
49.94
49.95
49.94
49.95
49.95
49.94
49.95
49.94
49.95
49.94
49.94
49.94
49.94
49.94
49.94
49.95
49.94
49.94
49.95
49.94
49.95
49.95
49.95
49.95
49.96
49.95
49.96
49.96
49.96
49.96
49.95
49.96
49.95
49.95
49.95
49.95
49.95
49.94
49.94
49.94
49.94
49.93
49.94
49.94
49.95
49.94
49.95
49.95
49.96
49.96
49.95
49.96
49.96
49.95
49.95
49.96
49.94
49.95
49.95
49.95
49.95
49.95
49.94
49.95
49.96
49.96
49.95
49.96
49.96
49.95
49.96
49.95
49.96
49.95
49.96
49.95
49.96
49.95
49.95
49.95
49.94
49.95
49.95
49.94
49.94
49.94
49.94
49.95
49.94
49.94
49.95
49.95
49.96
49.95
49.96
49.96
49.97
49.97
49.97
49.98
49.97
49.97
49.97
49.97
49.97
49.97
49.97
49.96
49.95
49.95
49.97
49.95
49.96
49.96
49.95
49.95
49.95
49.95
49.95
49.95
49.94
49.94
49.94
49.95
49.94
49.94
49.96
49.94
49.95
49.95
49.95
49.95
49.95
49.95
49.96
49.96
49.96
49.96
49.97
49.97
49.97
49.97
49.97
49.97
49.97
49.97
49.97
49.97
49.97
49.97
49.97
49.98
49.96
49.96
49.97
49.96
49.96
49.97
49.96
49.96
49.96
49.95
49.96
49.96
49.96
49.95
49.97
49.96
49.97
49.97
49.98
49.97
49.97
49.98
49.98
49.98
49.99
49.99
49.99
49.98
49.99
49.98
49.98
49.98
49.98
49.97
49.97
49.97
49.97
49.97
49.97
50.99
49.98
49.97
49.98
49.99
49.99
50.00
49.99
50.00
50.00
50.00
49.99
49.99
49.99
49.98
49.97
49.97
49.96
49.97
49.96
49.97
49.95
49.96
49.95
49.95
49.96
49.96
49.95
49.95
49.96
49.95
49.96
49.96
49.97
49.96
49.96
49.97
49.97
49.97
49.97
49.97
49.98
49.98
49.98
49.99
49.98
49.98
49.99
49.99
49.98
50.00
50.00
49.99
49.99
50.00
49.99
50.00
50.01
50.01
50.02
50.01
50.01
50.01
50.01
50.00
50.01
49.99
49.98
49.98
49.97
49.97
49.97
49.97
49.97
49.97
49.97
49.97
49.96
49.97
49.96
49.96
49.96
49.96
49.95
49.96
49.96
49.97
49.96
49.96
49.96
49.96
49.96
49.96
49.97
49.97
49.97
49.97
49.97
49.97
49.98
49.98
49.98
49.98
49.98
50.00
49.99
50.00
50.00
49.99
50.00
49.99
49.99
49.99
49.98
49.99
49.98
49.98
49.97
49.97
49.96
49.96
49.96
49.96
49.96
49.95
49.96
49.94
49.96
49.94
49.94
49.94
49.95
49.94
49.94
49.94
49.94
49.93
49.94
49.94
49.94
49.94
49.93
49.93
49.93
49.93
49.93
49.93
49.92
49.93
49.92
49.92
49.92
49.92
49.91
49.91
49.91
49.91
49.91
49.91
49.91
49.91
49.92
49.91
49.91
49.91
49.90
49.91
49.90
49.91
49.90
49.90
49.90
49.91
49.89
49.91
49.90
49.90
49.91
49.90
49.90
49.90
49.90
49.90
49.89
49.90
49.88
49.90
49.88
49.90
49.89
49.90
49.90
49.91
49.91
49.90
49.91
49.91
49.92
49.91
49.92
49.92
49.92
49.92
49.92
49.93
49.93
49.94
49.93
49.93
49.94
49.94
49.93
49.93
49.93
49.93
49.93
49.92
49.92
49.91
49.92
49.91
49.91
49.90
49.90
49.90
49.90
49.90
49.90
49.89
49.89
49.90
49.89
49.89
49.89
49.89
49.89
49.89
49.89
49.89
49.90
49.90
49.88
49.89
49.89
49.89
49.89
49.89
49.89
49.89
49.89
49.89
49.90
49.89
49.90
49.89
49.89
49.89
49.88
49.89
49.89
49.88
49.88
49.89
49.89
49.88
49.88
49.88
49.87
49.88
49.87
49.87
49.86
49.87
49.87
49.87
49.86
49.87
49.87
49.87
49.87
49.87
49.88
49.87
49.88
49.87
49.88
49.87
49.88
49.88
49.88
49.89
49.88
49.88
49.88
49.89
49.88
49.88
49.88
49.89
49.88
49.90
49.89
49.90
49.90
49.90
49.89
49.90
49.90
49.90
49.90
49.89
49.90
49.89
49.89
49.89
49.89
49.89
49.89
49.88
49.88
49.88
49.88
49.87
49.88
49.87
49.88
49.88
49.88
49.88
49.89
49.89
49.88
49.89
49.90
49.90
49.90
49.90
49.90
49.90
49.90
49.90
49.89
49.90
49.89
49.89
49.88
49.87
49.88
49.88
49.87
49.85
49.86
49.85
49.85
49.85
49.85
49.85
49.84
49.85
49.84
49.84
49.85
49.84
49.84
49.84
49.84
49.84
49.83
49.83
49.83
49.82
49.83
49.82
49.84
49.83
49.83
49.84
49.83
49.84
49.84
49.84
49.85
49.84
49.84
49.85
49.84
49.84
49.84
49.84
49.84
49.84
49.84
49.84
49.83
49.84
49.84
49.85
49.84
49.84
49.84
49.83
49.84
49.83
49.84
49.84
49.83
49.84
49.84
49.83
49.84
49.84
49.85
49.85
49.85
49.85
49.85
49.86
49.84
49.86
49.85
49.85
49.86
49.86
49.85
49.85
49.85
49.85
49.85
49.84
49.85
49.85
49.84
49.85
49.85
49.85
49.85
49.85
49.86
49.85
49.86
49.86
49.87
49.86
49.86
49.86
49.86
49.86
49.85
49.85
49.85
49.85
49.85
49.85
49.84
49.85
49.85
49.85
49.84
49.84
49.86
49.84
49.84
49.86
49.84
49.85
49.86
49.86
49.85
49.86
49.85
49.86
49.85
49.85
49.84
49.85
49.85
49.84
49.84
49.83
49.83
49.83
49.83
49.83
49.82
49.83
49.82
49.82
49.82
49.82
49.82
49.81
49.81
49.81
49.81
49.81
49.82
49.80
49.82
49.82
49.81
49.83
49.83
49.83
49.83
49.84
49.84
49.84
49.84
49.85
49.85
49.86
49.85
49.86
49.86
49.87
49.87
49.87
49.87
49.86
49.86
49.87
49.87
49.87
49.87
49.87
49.87
49.86
49.87
49.88
49.87
49.86
49.88
49.87
49.87
49.86
49.87
49.87
49.87
49.86
49.87
49.88
49.88
49.87
49.88
49.88
49.88
49.87
49.87
49.88
49.87
49.87
49.87
49.87
49.87
49.87
49.86
49.87
49.86
